user_id,treatment,channel,audience_type,country,age_group,device_type,email_subscriber,n_prior_purchases,n_organic_sessions_30d,days_since_last_visit,loyalty_tier,category_affinity,frequency,spend_eur,converted
C_05404,0,,,FR,18-24,mobile,1,6,2,2,gold,fragrance,0,0.0,0
T09_01298,1,youtube,retargeting,FR,18-24,desktop,1,7,7,1,none,makeup,7,0.06,0
T03_00778,1,meta,prospecting_lal_3_5pct,GB,18-24,mobile,1,4,2,30,silver,haircare,3,0.03,0
T07_01869,1,meta,retargeting_warm,FR,18-24,mobile,1,8,5,7,silver,makeup,11,0.12,0
T08_01059,1,meta,retargeting_hot,FR,25-34,desktop,1,11,5,5,none,skincare,16,0.21,0
T04_00312,1,meta,prospecting_broad,GB,45+,mobile,1,1,0,14,none,fragrance,2,0.01,0
C_04975,0,,,DE,35-44,mobile,1,5,3,19,none,haircare,0,0.0,1
T05_00571,1,youtube,prospecting_brand_safety,GB,45+,mobile,0,2,1,2,none,haircare,5,0.05,0
T07_00115,1,meta,retargeting_warm,GB,45+,mobile,0,7,9,1,none,fragrance,14,0.14,0
T09_00446,1,youtube,retargeting,DE,45+,mobile,0,6,5,1,none,haircare,6,0.06,0
T07_01805,1,meta,retargeting_warm,DE,35-44,mobile,1,5,2,1,none,makeup,6,0.06,0
C_03213,0,,,DE,25-34,mobile,0,1,3,32,gold,haircare,0,0.0,0
T03_01082,1,meta,prospecting_lal_3_5pct,DE,45+,desktop,0,0,1,4,none,makeup,6,0.06,0
C_02898,0,,,DE,45+,desktop,0,0,2,29,gold,skincare,0,0.0,0
T04_00162,1,meta,prospecting_broad,FR,45+,desktop,0,4,2,43,none,haircare,5,0.04,0
T03_00256,1,meta,prospecting_lal_3_5pct,DE,45+,mobile,0,5,4,1,none,makeup,5,0.05,0
C_04503,0,,,DE,35-44,mobile,0,4,3,15,none,fragrance,0,0.0,0
C_05293,0,,,GB,25-34,desktop,0,3,7,6,silver,makeup,0,0.0,0
T06_00154,1,tiktok,retargeting,FR,18-24,mobile,1,5,11,1,silver,makeup,3,0.03,0
C_05160,0,,,DE,35-44,mobile,0,7,4,9,silver,skincare,0,0.0,0
T05_00238,1,youtube,prospecting_brand_safety,FR,45+,mobile,0,1,1,7,none,fragrance,2,0.03,0
T08_01420,1,meta,retargeting_hot,GB,25-34,mobile,1,5,5,27,silver,makeup,18,0.2,0
T05_00854,1,youtube,prospecting_brand_safety,GB,35-44,tablet,0,4,1,18,none,skincare,3,0.04,0
T09_00935,1,youtube,retargeting,GB,18-24,mobile,1,4,3,1,none,haircare,8,0.08,0
T05_00059,1,youtube,prospecting_brand_safety,FR,18-24,tablet,1,1,2,5,silver,haircare,3,0.04,0
T03_00974,1,meta,prospecting_lal_3_5pct,DE,35-44,mobile,1,1,1,21,none,makeup,4,0.04,0
T08_00952,1,meta,retargeting_hot,FR,45+,mobile,1,3,7,10,silver,makeup,13,0.17,0
C_05154,0,,,FR,25-34,mobile,0,11,3,12,none,skincare,0,0.0,0
T07_01263,1,meta,retargeting_warm,DE,45+,mobile,0,4,4,16,silver,makeup,10,0.1,0
T03_00829,1,meta,prospecting_lal_3_5pct,GB,35-44,mobile,0,1,2,15,none,fragrance,1,0.01,0
C_04148,0,,,GB,35-44,mobile,0,1,3,10,gold,haircare,0,0.0,0
T02_00620,1,meta,prospecting_lal_1pct,FR,45+,mobile,1,4,1,9,silver,fragrance,5,0.04,0
T05_00092,1,youtube,prospecting_brand_safety,FR,35-44,mobile,1,6,3,9,silver,skincare,2,0.02,0
T00_00863,1,tiktok,prospecting_broad_1824,FR,35-44,mobile,1,2,2,9,silver,skincare,4,0.03,0
T02_00766,1,meta,prospecting_lal_1pct,DE,25-34,desktop,1,0,2,29,none,makeup,4,0.04,0
T08_00168,1,meta,retargeting_hot,GB,25-34,desktop,0,5,5,7,none,makeup,12,0.14,0
C_06756,0,,,FR,45+,mobile,1,7,8,6,silver,haircare,0,0.0,0
T07_01298,1,meta,retargeting_warm,DE,35-44,mobile,0,8,6,10,gold,haircare,15,0.17,0
T01_00029,1,tiktok,prospecting_broad_2534,FR,45+,mobile,0,2,1,92,none,skincare,5,0.04,0
T02_00384,1,meta,prospecting_lal_1pct,GB,18-24,desktop,0,3,1,16,none,skincare,3,0.03,0
C_02239,0,,,DE,25-34,desktop,0,0,1,20,none,skincare,0,0.0,0
T09_01123,1,youtube,retargeting,GB,18-24,mobile,1,12,9,3,gold,makeup,7,0.08,0
C_03112,0,,,FR,45+,mobile,0,0,3,1,none,skincare,0,0.0,0
T07_00199,1,meta,retargeting_warm,DE,25-34,mobile,1,9,3,36,none,skincare,20,0.22,0
T04_00598,1,meta,prospecting_broad,DE,35-44,desktop,0,5,1,35,silver,fragrance,3,0.02,0
T05_00260,1,youtube,prospecting_brand_safety,GB,35-44,desktop,0,0,3,52,none,haircare,2,0.02,1
T02_01636,1,meta,prospecting_lal_1pct,GB,45+,desktop,0,1,2,11,platinum,makeup,2,0.02,0
T02_00950,1,meta,prospecting_lal_1pct,DE,45+,mobile,0,3,3,14,silver,haircare,4,0.03,0
T09_01266,1,youtube,retargeting,GB,25-34,tablet,0,2,10,15,none,fragrance,11,0.13,0
T08_00714,1,meta,retargeting_hot,DE,35-44,mobile,0,1,9,1,silver,skincare,23,0.23,0
C_02307,0,,,GB,25-34,mobile,0,2,4,34,none,fragrance,0,0.0,0
T02_01728,1,meta,prospecting_lal_1pct,DE,18-24,mobile,0,0,0,22,platinum,makeup,3,0.02,0
T05_00249,1,youtube,prospecting_brand_safety,FR,18-24,mobile,0,1,2,10,none,fragrance,1,0.01,0
C_04904,0,,,GB,25-34,mobile,0,0,4,16,silver,haircare,0,0.0,1
T03_01071,1,meta,prospecting_lal_3_5pct,FR,25-34,desktop,1,4,0,11,none,skincare,5,0.05,0
C_03466,0,,,DE,35-44,desktop,1,0,1,38,none,haircare,0,0.0,0
T04_00200,1,meta,prospecting_broad,DE,35-44,mobile,1,0,4,78,none,skincare,1,0.01,0
T02_00246,1,meta,prospecting_lal_1pct,DE,35-44,mobile,0,3,5,2,none,haircare,7,0.06,0
C_02294,0,,,GB,45+,mobile,0,0,3,9,silver,skincare,0,0.0,0
T00_00674,1,tiktok,prospecting_broad_1824,FR,25-34,mobile,0,0,3,8,gold,fragrance,5,0.04,0
T01_00232,1,tiktok,prospecting_broad_2534,DE,45+,mobile,0,2,1,2,silver,haircare,1,0.01,0
C_03205,0,,,FR,45+,mobile,1,0,2,15,gold,haircare,0,0.0,0
C_06750,0,,,FR,18-24,mobile,1,5,5,10,none,makeup,0,0.0,0
T06_00462,1,tiktok,retargeting,DE,25-34,desktop,0,19,10,10,none,haircare,6,0.05,0
T03_00485,1,meta,prospecting_lal_3_5pct,FR,35-44,mobile,0,0,3,25,none,skincare,10,0.08,0
T07_00596,1,meta,retargeting_warm,FR,25-34,mobile,1,17,6,1,silver,makeup,10,0.1,0
C_00646,0,,,GB,35-44,mobile,1,3,1,23,silver,fragrance,0,0.0,0
T02_00411,1,meta,prospecting_lal_1pct,DE,25-34,mobile,1,1,2,34,platinum,skincare,5,0.04,0
T02_01547,1,meta,prospecting_lal_1pct,GB,35-44,desktop,0,0,1,46,none,fragrance,3,0.03,0
T09_00466,1,youtube,retargeting,DE,35-44,desktop,1,6,7,2,silver,haircare,13,0.16,0
T03_00686,1,meta,prospecting_lal_3_5pct,GB,25-34,mobile,1,3,3,9,silver,makeup,1,0.01,0
T08_00475,1,meta,retargeting_hot,FR,25-34,desktop,0,5,6,32,silver,makeup,10,0.13,1
C_02544,0,,,GB,25-34,desktop,0,3,0,44,gold,haircare,0,0.0,0
T02_01769,1,meta,prospecting_lal_1pct,DE,35-44,mobile,1,4,2,7,none,makeup,3,0.03,0
T05_00608,1,youtube,prospecting_brand_safety,DE,35-44,mobile,0,2,2,30,none,haircare,5,0.06,0
T04_00060,1,meta,prospecting_broad,DE,35-44,mobile,0,0,1,3,platinum,makeup,1,0.01,0
C_04704,0,,,GB,35-44,mobile,0,2,4,1,silver,fragrance,0,0.0,0
C_01984,0,,,FR,18-24,mobile,0,1,0,7,none,fragrance,0,0.0,1
T09_01256,1,youtube,retargeting,DE,18-24,mobile,0,4,11,6,none,makeup,13,0.16,0
T00_01254,1,tiktok,prospecting_broad_1824,GB,18-24,desktop,1,1,1,3,none,haircare,4,0.04,0
C_01340,0,,,DE,25-34,mobile,0,0,1,28,none,makeup,0,0.0,0
T08_00766,1,meta,retargeting_hot,FR,45+,desktop,1,1,10,4,gold,haircare,5,0.06,1
T08_01482,1,meta,retargeting_hot,GB,35-44,desktop,1,1,7,13,gold,makeup,8,0.1,0
C_06101,0,,,DE,45+,mobile,1,2,4,33,silver,haircare,0,0.0,0
T01_00643,1,tiktok,prospecting_broad_2534,GB,35-44,mobile,0,2,2,32,silver,haircare,5,0.04,0
T02_00185,1,meta,prospecting_lal_1pct,DE,35-44,desktop,0,0,1,76,silver,haircare,5,0.05,0
C_00014,0,,,DE,25-34,desktop,1,0,0,4,none,fragrance,0,0.0,0
C_05042,0,,,DE,35-44,mobile,1,3,3,2,silver,skincare,0,0.0,0
T04_00705,1,meta,prospecting_broad,FR,25-34,mobile,0,5,2,19,gold,fragrance,4,0.03,0
T02_01465,1,meta,prospecting_lal_1pct,GB,45+,desktop,0,2,1,14,silver,fragrance,5,0.04,0
T01_00037,1,tiktok,prospecting_broad_2534,FR,18-24,desktop,0,1,0,28,none,fragrance,4,0.04,0
C_03425,0,,,GB,18-24,desktop,1,0,1,50,none,fragrance,0,0.0,0
T02_01123,1,meta,prospecting_lal_1pct,FR,35-44,desktop,0,1,2,26,gold,haircare,3,0.03,0
T00_00791,1,tiktok,prospecting_broad_1824,DE,25-34,mobile,0,2,3,41,none,haircare,2,0.02,0
T05_00775,1,youtube,prospecting_brand_safety,DE,45+,mobile,0,0,2,35,none,fragrance,1,0.01,0
T01_00386,1,tiktok,prospecting_broad_2534,DE,45+,mobile,0,2,2,10,none,makeup,6,0.06,0
T04_00651,1,meta,prospecting_broad,FR,35-44,desktop,0,3,1,20,gold,fragrance,3,0.02,0
T00_00337,1,tiktok,prospecting_broad_1824,GB,45+,mobile,1,1,0,21,none,skincare,2,0.01,0
C_01692,0,,,FR,45+,desktop,1,3,1,72,none,makeup,0,0.0,0
T07_01239,1,meta,retargeting_warm,DE,25-34,desktop,1,5,10,12,none,makeup,12,0.13,0
T01_00865,1,tiktok,prospecting_broad_2534,FR,35-44,mobile,1,0,3,1,none,makeup,2,0.02,0
T02_01516,1,meta,prospecting_lal_1pct,DE,25-34,mobile,0,1,2,9,gold,haircare,6,0.06,0
C_03310,0,,,GB,25-34,mobile,0,4,2,2,none,skincare,0,0.0,0
T08_00508,1,meta,retargeting_hot,DE,35-44,mobile,0,6,5,14,none,makeup,15,0.18,1
C_06936,0,,,GB,45+,mobile,1,11,11,11,none,haircare,0,0.0,0
C_03837,0,,,GB,35-44,desktop,0,2,1,4,none,fragrance,0,0.0,0
T04_00293,1,meta,prospecting_broad,FR,35-44,desktop,0,3,4,16,none,fragrance,4,0.03,0
T07_00759,1,meta,retargeting_warm,FR,25-34,desktop,1,12,4,2,none,haircare,12,0.13,0
T06_00968,1,tiktok,retargeting,DE,18-24,desktop,0,4,6,5,silver,makeup,2,0.02,0
T08_00404,1,meta,retargeting_hot,GB,25-34,mobile,0,8,3,2,silver,haircare,13,0.13,0
T05_00572,1,youtube,prospecting_brand_safety,GB,25-34,mobile,0,4,4,88,silver,fragrance,2,0.03,0
T09_00831,1,youtube,retargeting,GB,25-34,mobile,1,10,6,1,none,fragrance,8,0.08,0
T05_00536,1,youtube,prospecting_brand_safety,FR,18-24,mobile,0,0,1,31,none,skincare,3,0.04,0
C_03502,0,,,DE,25-34,mobile,0,0,0,6,silver,fragrance,0,0.0,0
C_03539,0,,,DE,45+,mobile,1,1,1,3,none,fragrance,0,0.0,0
C_04999,0,,,DE,18-24,mobile,0,5,1,13,none,skincare,0,0.0,0
C_03556,0,,,DE,45+,mobile,0,1,1,20,none,makeup,0,0.0,0
T00_00033,1,tiktok,prospecting_broad_1824,GB,35-44,mobile,0,2,2,6,none,makeup,4,0.03,0
T00_01076,1,tiktok,prospecting_broad_1824,FR,35-44,mobile,0,0,4,120,silver,skincare,7,0.06,0
T00_00311,1,tiktok,prospecting_broad_1824,DE,25-34,desktop,1,3,6,10,none,fragrance,2,0.02,0
C_05812,0,,,GB,45+,mobile,0,8,3,7,gold,makeup,0,0.0,0
C_03400,0,,,FR,25-34,mobile,0,0,3,47,none,fragrance,0,0.0,0
T07_01012,1,meta,retargeting_warm,GB,25-34,mobile,1,7,5,18,silver,fragrance,3,0.03,0
T09_00930,1,youtube,retargeting,FR,25-34,mobile,0,13,6,12,none,fragrance,6,0.06,0
T03_01095,1,meta,prospecting_lal_3_5pct,GB,25-34,mobile,1,3,0,20,none,fragrance,3,0.02,0
T07_01774,1,meta,retargeting_warm,FR,45+,mobile,0,2,5,11,none,skincare,17,0.17,0
T07_01651,1,meta,retargeting_warm,GB,25-34,mobile,1,2,9,4,none,skincare,15,0.16,0
C_02044,0,,,FR,25-34,mobile,0,6,3,27,gold,haircare,0,0.0,0
C_02362,0,,,GB,25-34,desktop,0,2,1,14,none,skincare,0,0.0,0
T09_00729,1,youtube,retargeting,FR,45+,mobile,0,9,8,15,none,fragrance,7,0.07,0
T00_00239,1,tiktok,prospecting_broad_1824,FR,35-44,mobile,0,0,2,9,platinum,makeup,10,0.08,0
T03_00854,1,meta,prospecting_lal_3_5pct,GB,18-24,mobile,1,0,2,95,none,skincare,4,0.03,0
C_00293,0,,,FR,25-34,mobile,0,1,1,10,none,makeup,0,0.0,0
T00_00472,1,tiktok,prospecting_broad_1824,FR,45+,desktop,0,0,4,33,platinum,makeup,5,0.05,0
T09_01079,1,youtube,retargeting,GB,18-24,desktop,1,0,5,1,none,fragrance,9,0.1,0
C_04088,0,,,FR,45+,desktop,0,0,0,10,silver,haircare,0,0.0,0
T04_00473,1,meta,prospecting_broad,DE,18-24,mobile,0,0,2,3,none,skincare,2,0.01,0
T09_00539,1,youtube,retargeting,DE,35-44,desktop,0,13,4,5,silver,skincare,12,0.12,0
T03_00966,1,meta,prospecting_lal_3_5pct,GB,45+,tablet,0,0,2,12,none,fragrance,4,0.04,1
T01_00266,1,tiktok,prospecting_broad_2534,FR,25-34,mobile,0,1,1,6,silver,haircare,5,0.04,0
C_01635,0,,,GB,45+,mobile,1,1,2,36,none,fragrance,0,0.0,0
C_00034,0,,,FR,25-34,mobile,0,1,1,13,silver,fragrance,0,0.0,0
T02_01768,1,meta,prospecting_lal_1pct,DE,45+,desktop,0,0,1,9,none,haircare,4,0.04,0
T03_00976,1,meta,prospecting_lal_3_5pct,FR,18-24,mobile,0,0,0,3,none,fragrance,1,0.01,0
T09_01056,1,youtube,retargeting,GB,18-24,mobile,1,3,5,11,silver,skincare,5,0.05,0
T09_01313,1,youtube,retargeting,DE,45+,tablet,1,10,10,5,silver,skincare,10,0.11,0
C_01778,0,,,FR,18-24,desktop,0,2,2,4,gold,fragrance,0,0.0,0
T00_01024,1,tiktok,prospecting_broad_1824,GB,35-44,mobile,0,2,0,2,silver,skincare,8,0.07,0
T03_00414,1,meta,prospecting_lal_3_5pct,GB,25-34,mobile,1,1,4,1,silver,fragrance,5,0.05,0
C_03056,0,,,GB,18-24,mobile,1,1,0,19,silver,makeup,0,0.0,0
C_02832,0,,,DE,18-24,mobile,0,1,3,6,none,fragrance,0,0.0,0
T02_00418,1,meta,prospecting_lal_1pct,DE,35-44,desktop,0,3,0,3,silver,haircare,3,0.03,0
T09_00339,1,youtube,retargeting,FR,25-34,mobile,0,6,6,6,none,makeup,4,0.04,1
C_03348,0,,,GB,25-34,desktop,1,0,2,40,silver,haircare,0,0.0,0
C_01744,0,,,FR,35-44,mobile,0,11,1,18,none,fragrance,0,0.0,0
T01_00224,1,tiktok,prospecting_broad_2534,GB,35-44,desktop,0,0,2,36,silver,makeup,2,0.02,1
C_01591,0,,,GB,25-34,desktop,0,1,1,39,gold,haircare,0,0.0,0
T05_00052,1,youtube,prospecting_brand_safety,GB,35-44,mobile,0,1,3,29,silver,skincare,3,0.04,0
T02_01255,1,meta,prospecting_lal_1pct,DE,35-44,mobile,0,5,0,1,silver,haircare,6,0.06,0
T06_00533,1,tiktok,retargeting,DE,25-34,mobile,0,4,6,2,none,fragrance,5,0.05,1
T07_00361,1,meta,retargeting_warm,DE,35-44,desktop,0,8,9,7,none,skincare,8,0.08,0
C_05836,0,,,FR,25-34,mobile,0,3,3,1,silver,makeup,0,0.0,0
T07_00874,1,meta,retargeting_warm,DE,45+,desktop,0,5,1,34,gold,fragrance,8,0.07,0
C_04943,0,,,FR,45+,mobile,1,2,5,39,none,skincare,0,0.0,0
T02_01715,1,meta,prospecting_lal_1pct,GB,18-24,mobile,0,1,3,49,silver,makeup,6,0.06,0
T09_00965,1,youtube,retargeting,GB,25-34,mobile,1,7,9,2,silver,skincare,5,0.06,0
C_05833,0,,,FR,25-34,mobile,0,1,2,9,silver,makeup,0,0.0,0
C_05051,0,,,FR,35-44,desktop,1,4,3,15,none,makeup,0,0.0,0
T05_00507,1,youtube,prospecting_brand_safety,DE,35-44,tablet,0,4,2,7,none,skincare,4,0.05,0
T08_01161,1,meta,retargeting_hot,FR,18-24,mobile,0,9,6,1,none,skincare,16,0.2,0
T07_00216,1,meta,retargeting_warm,FR,25-34,mobile,0,7,6,1,silver,skincare,16,0.17,0
T07_00625,1,meta,retargeting_warm,DE,35-44,desktop,0,2,3,3,silver,makeup,17,0.16,0
T09_00379,1,youtube,retargeting,FR,25-34,mobile,1,5,8,4,platinum,skincare,5,0.05,0
T08_01341,1,meta,retargeting_hot,FR,35-44,tablet,1,9,5,6,silver,makeup,10,0.12,0
T09_01348,1,youtube,retargeting,GB,25-34,desktop,1,7,6,1,none,haircare,5,0.06,0
T07_01217,1,meta,retargeting_warm,DE,18-24,desktop,1,1,6,1,silver,skincare,12,0.14,0
T05_00427,1,youtube,prospecting_brand_safety,GB,35-44,mobile,0,1,0,8,none,skincare,4,0.05,0
C_05111,0,,,DE,45+,mobile,1,14,4,36,none,haircare,0,0.0,0
T09_00590,1,youtube,retargeting,FR,18-24,desktop,0,15,8,6,none,fragrance,13,0.16,0
T01_00878,1,tiktok,prospecting_broad_2534,GB,35-44,mobile,0,4,2,9,silver,skincare,2,0.02,0
T03_00360,1,meta,prospecting_lal_3_5pct,DE,18-24,mobile,0,3,0,8,none,skincare,2,0.02,0
T07_00057,1,meta,retargeting_warm,FR,25-34,desktop,1,6,6,9,none,makeup,11,0.12,0
C_06920,0,,,GB,18-24,mobile,0,0,7,4,none,haircare,0,0.0,0
T09_01195,1,youtube,retargeting,GB,25-34,mobile,1,10,8,3,none,skincare,9,0.1,0
T02_01639,1,meta,prospecting_lal_1pct,FR,25-34,mobile,0,1,1,13,platinum,makeup,5,0.05,0
T06_00299,1,tiktok,retargeting,DE,45+,mobile,1,9,7,35,none,haircare,9,0.08,0
C_03287,0,,,GB,35-44,mobile,0,3,1,20,gold,haircare,0,0.0,0
C_01628,0,,,DE,35-44,mobile,1,0,3,44,silver,skincare,0,0.0,0
T04_00294,1,meta,prospecting_broad,FR,45+,mobile,1,2,4,10,none,skincare,3,0.02,1
T07_01226,1,meta,retargeting_warm,GB,25-34,mobile,1,5,5,54,none,fragrance,8,0.07,0
C_03215,0,,,FR,35-44,mobile,0,1,1,19,none,haircare,0,0.0,0
T01_00645,1,tiktok,prospecting_broad_2534,FR,35-44,mobile,0,3,0,6,none,makeup,4,0.04,0
T09_01180,1,youtube,retargeting,DE,25-34,desktop,1,7,7,44,none,fragrance,8,0.08,0
T04_00246,1,meta,prospecting_broad,FR,45+,mobile,0,0,2,2,silver,fragrance,4,0.03,0
T05_00662,1,youtube,prospecting_brand_safety,FR,45+,desktop,0,0,2,25,silver,makeup,2,0.02,0
T02_01488,1,meta,prospecting_lal_1pct,FR,25-34,mobile,0,2,3,58,silver,skincare,1,0.01,0
T00_00732,1,tiktok,prospecting_broad_1824,FR,35-44,desktop,1,8,3,15,silver,fragrance,3,0.03,0
T09_00455,1,youtube,retargeting,GB,45+,mobile,1,12,7,11,silver,makeup,9,0.08,0
T03_00892,1,meta,prospecting_lal_3_5pct,FR,45+,mobile,1,4,6,4,gold,skincare,5,0.04,0
C_00317,0,,,GB,18-24,mobile,1,2,0,48,silver,makeup,0,0.0,0
T02_01275,1,meta,prospecting_lal_1pct,GB,18-24,mobile,1,0,3,2,none,skincare,2,0.02,0
T00_00079,1,tiktok,prospecting_broad_1824,DE,35-44,desktop,0,0,3,14,silver,haircare,1,0.01,0
T03_00257,1,meta,prospecting_lal_3_5pct,DE,25-34,mobile,0,2,2,5,none,haircare,7,0.07,0
T01_00852,1,tiktok,prospecting_broad_2534,FR,18-24,desktop,1,1,2,51,gold,haircare,4,0.04,0
T03_00202,1,meta,prospecting_lal_3_5pct,GB,25-34,mobile,0,0,2,19,silver,haircare,2,0.02,0
C_06711,0,,,GB,45+,desktop,0,9,6,1,silver,haircare,0,0.0,0
T00_00333,1,tiktok,prospecting_broad_1824,FR,25-34,mobile,1,0,0,2,none,fragrance,3,0.03,0
T08_00451,1,meta,retargeting_hot,GB,35-44,mobile,1,3,9,6,none,skincare,20,0.24,0
T03_00876,1,meta,prospecting_lal_3_5pct,GB,25-34,mobile,0,5,1,1,none,skincare,1,0.01,1
C_02470,0,,,GB,35-44,mobile,0,6,2,44,none,fragrance,0,0.0,0
C_05125,0,,,GB,25-34,desktop,0,1,3,3,none,haircare,0,0.0,0
C_06395,0,,,FR,45+,desktop,0,7,7,7,none,fragrance,0,0.0,0
C_04093,0,,,FR,25-34,mobile,1,0,1,47,none,fragrance,0,0.0,0
T08_00176,1,meta,retargeting_hot,FR,25-34,mobile,0,6,6,6,gold,haircare,23,0.26,0
T01_00709,1,tiktok,prospecting_broad_2534,DE,25-34,mobile,0,0,1,28,silver,haircare,4,0.04,0
C_05562,0,,,FR,45+,desktop,0,2,4,16,none,skincare,0,0.0,0
T07_01775,1,meta,retargeting_warm,GB,18-24,mobile,0,3,7,1,gold,fragrance,1,0.01,1
T07_01827,1,meta,retargeting_warm,GB,35-44,mobile,1,0,9,15,none,fragrance,9,0.08,0
T04_00764,1,meta,prospecting_broad,DE,25-34,mobile,0,1,2,12,none,haircare,2,0.02,0
C_06591,0,,,GB,35-44,mobile,1,4,6,7,gold,haircare,0,0.0,0
C_02068,0,,,DE,35-44,desktop,0,1,2,6,gold,fragrance,0,0.0,0
T07_01065,1,meta,retargeting_warm,DE,25-34,mobile,1,8,6,9,none,skincare,18,0.17,0
T02_01801,1,meta,prospecting_lal_1pct,FR,25-34,mobile,0,3,3,13,none,haircare,5,0.05,0
T08_00949,1,meta,retargeting_hot,DE,45+,mobile,0,3,1,16,silver,makeup,5,0.05,0
C_04086,0,,,DE,35-44,desktop,0,0,0,11,platinum,skincare,0,0.0,0
T08_01295,1,meta,retargeting_hot,GB,45+,desktop,1,7,6,4,none,makeup,17,0.17,0
T09_00554,1,youtube,retargeting,DE,18-24,mobile,1,5,7,15,none,skincare,12,0.13,0
T03_01096,1,meta,prospecting_lal_3_5pct,DE,35-44,tablet,1,0,1,16,none,haircare,5,0.04,0
T00_00214,1,tiktok,prospecting_broad_1824,DE,25-34,desktop,1,0,0,21,none,haircare,5,0.04,0
T09_01318,1,youtube,retargeting,GB,18-24,mobile,1,15,5,1,none,makeup,10,0.09,0
C_02805,0,,,GB,25-34,mobile,0,3,1,32,gold,haircare,0,0.0,0
C_02772,0,,,FR,25-34,mobile,1,0,1,3,none,haircare,0,0.0,0
C_05701,0,,,FR,25-34,desktop,0,1,1,32,none,fragrance,0,0.0,0
C_03979,0,,,DE,45+,mobile,0,0,2,28,none,makeup,0,0.0,0
C_06452,0,,,GB,25-34,mobile,1,9,6,1,platinum,makeup,0,0.0,0
T02_00666,1,meta,prospecting_lal_1pct,FR,45+,mobile,1,2,1,27,none,fragrance,5,0.05,1
T07_00018,1,meta,retargeting_warm,GB,25-34,desktop,1,11,7,14,platinum,haircare,12,0.11,0
T07_00585,1,meta,retargeting_warm,FR,25-34,mobile,1,10,6,35,none,haircare,10,0.11,0
T03_00745,1,meta,prospecting_lal_3_5pct,FR,18-24,desktop,0,1,2,9,none,fragrance,3,0.03,0
T00_00106,1,tiktok,prospecting_broad_1824,FR,25-34,desktop,0,1,1,1,none,fragrance,3,0.02,0
T07_00260,1,meta,retargeting_warm,GB,35-44,desktop,1,7,6,44,silver,haircare,6,0.05,0
T09_01353,1,youtube,retargeting,GB,45+,mobile,1,8,12,36,none,fragrance,11,0.12,1
T02_00916,1,meta,prospecting_lal_1pct,DE,45+,desktop,1,1,1,33,silver,fragrance,6,0.06,0
T04_00226,1,meta,prospecting_broad,GB,25-34,mobile,0,4,2,11,none,haircare,3,0.02,0
T06_00311,1,tiktok,retargeting,GB,25-34,desktop,0,6,5,10,gold,fragrance,14,0.15,0
T07_00104,1,meta,retargeting_warm,GB,45+,desktop,1,1,9,16,none,skincare,13,0.15,0
T05_00306,1,youtube,prospecting_brand_safety,FR,45+,mobile,0,1,1,29,silver,fragrance,2,0.03,0
T05_00229,1,youtube,prospecting_brand_safety,FR,18-24,mobile,0,3,2,38,platinum,fragrance,3,0.04,0
T06_00639,1,tiktok,retargeting,FR,45+,mobile,0,7,8,1,gold,haircare,13,0.14,0
T05_00091,1,youtube,prospecting_brand_safety,GB,35-44,mobile,0,5,0,11,gold,haircare,4,0.05,0
T09_00336,1,youtube,retargeting,FR,25-34,mobile,1,5,7,1,gold,fragrance,13,0.14,0
T03_00792,1,meta,prospecting_lal_3_5pct,DE,35-44,desktop,1,1,2,36,silver,makeup,4,0.03,0
T09_01337,1,youtube,retargeting,DE,35-44,desktop,1,4,12,5,none,makeup,12,0.13,0
C_06577,0,,,FR,25-34,mobile,0,5,8,20,none,skincare,0,0.0,0
T01_00049,1,tiktok,prospecting_broad_2534,DE,35-44,mobile,0,2,0,14,none,haircare,8,0.07,0
C_03756,0,,,GB,35-44,desktop,1,1,2,44,none,skincare,0,0.0,0
T05_00650,1,youtube,prospecting_brand_safety,DE,18-24,mobile,0,3,4,28,silver,fragrance,3,0.03,0
T00_00965,1,tiktok,prospecting_broad_1824,FR,18-24,desktop,1,0,1,5,silver,skincare,3,0.02,0
T07_01270,1,meta,retargeting_warm,DE,25-34,mobile,1,1,5,8,silver,skincare,11,0.11,0
T01_00183,1,tiktok,prospecting_broad_2534,FR,25-34,mobile,0,1,2,31,gold,haircare,1,0.01,0
T00_00455,1,tiktok,prospecting_broad_1824,GB,25-34,mobile,0,1,4,16,silver,haircare,7,0.06,0
C_06130,0,,,DE,18-24,mobile,1,2,1,9,gold,makeup,0,0.0,0
T07_00302,1,meta,retargeting_warm,GB,25-34,mobile,1,6,6,2,none,skincare,19,0.17,0
C_02797,0,,,DE,18-24,mobile,0,0,1,7,none,haircare,0,0.0,1
T08_00410,1,meta,retargeting_hot,GB,35-44,mobile,1,6,9,9,gold,skincare,9,0.11,0
T05_00519,1,youtube,prospecting_brand_safety,GB,45+,mobile,0,1,3,27,none,skincare,5,0.07,0
C_02050,0,,,DE,35-44,mobile,0,0,0,7,none,skincare,0,0.0,0
T07_00705,1,meta,retargeting_warm,FR,45+,desktop,0,0,12,57,none,haircare,11,0.12,0
C_04413,0,,,GB,35-44,desktop,1,1,2,2,none,haircare,0,0.0,0
C_06842,0,,,DE,25-34,mobile,0,4,5,8,silver,haircare,0,0.0,0
C_05216,0,,,DE,45+,mobile,0,0,2,1,silver,haircare,0,0.0,0
C_02272,0,,,FR,45+,mobile,0,3,0,8,gold,skincare,0,0.0,0
